# 0b7e170c-4ac2-4650-9e27-73e94ef8bc21
# da39a3ee5e6b4b0d3255bfef95601890afd80709
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
2191.9518723; 89623.1138135; 43175.6432141; 1.0118866; 0.0129662; 9.2867523; -6.1280189
2193.9518284; 89621.3965039; 43176.6914751; 1.0288151; -0.0177677; 7.8569861; -7.6679059
2195.9517844; 89619.8543857; 43177.8946917; 0.6545990; -0.3900761; 5.5732648; -1.4478610
2197.9517405; 89619.2317451; 43179.6762639; 0.0884444; -0.1961021; 5.0269239; -0.1164373
2199.9516966; 89619.3816031; 43181.6972467; -0.2163161; -0.1335386; 4.9803840; 0.3913972
2201.9516527; 89620.1034281; 43183.5981922; -0.5258058; -0.1741412; 5.1351513; 1.1175057
2203.9516088; 89621.3730620; 43185.1219019; -0.8575941; -0.1565988; 5.5533507; 1.2489027
2205.9515649; 89623.0746847; 43186.1969267; -1.1468522; -0.1278357; 5.9862513; 1.3892011
2207.9515210; 89624.9779897; 43186.7842683; -1.3975756; -0.1327880; 6.4336527; 1.6360370
2209.9514771; 89626.9909848; 43186.8635416; -1.6558659; -0.1085578; 6.9235750; 2.1954042
2211.9514331; 89628.9246002; 43186.5259987; -1.8165668; -0.0657123; 7.5310899; 3.0283335
2213.9513892; 89630.8360310; 43185.9263191; -1.9246609; -0.0409995; 8.2964079; 5.2521945
2215.9513453; 89632.6646622; 43185.1789793; -1.9869715; -0.0230270; 9.4783279; 1.7970805
2217.9513014; 89634.5113691; 43184.3234248; -2.0146219; -0.0004731; 9.8502215; -1.9339128
2219.9512575; 89636.3191454; 43183.4848062; -1.9847348; 0.0330480; 9.4494118; -4.1227302
2221.9512136; 89638.2189808; 43182.7576377; -1.8717450; 0.0810472; 8.5323399; -2.8034457
2223.9511697; 89640.1369116; 43182.3545994; -1.6793238; 0.0966276; 7.8477568; -0.4897606
2225.9511258; 89642.1213478; 43182.3084502; -1.5196241; 0.0672478; 7.7219355; 3.2661042
2227.9510819; 89644.1158412; 43182.5401293; -1.3929922; 0.0603021; 8.5259848; 2.7667614
2229.9510379; 89646.0404136; 43183.0008172; -1.2821498; 0.0501528; 9.1520063; 3.1324009
2231.9509940; 89647.9240374; 43183.6523161; -1.2013714; 0.0271241; 9.8126729; 3.3832810
2233.9509501; 89649.8014826; 43184.4206084; -1.1711606; 0.0041143; 10.4795694; -4.7266727
2235.9509062; 89651.6610060; 43185.2083873; -1.1720438; -0.0050901; 9.5349410; -3.8730228
2237.9508623; 89653.5417719; 43185.9796096; -1.1978247; -0.0249856; 8.6846617; -3.4464334
2239.9508184; 89655.3856649; 43186.6231682; -1.2878264; -0.0755258; 7.8509819; -7.4675811
2241.9507745; 89657.3449397; 43186.9659728; -1.5372508; -0.1607452; 5.6363329; -1.7499294
2243.9507306; 89659.2994923; 43186.7183552; -1.8585912; -0.1695307; 4.9768147; -0.4985848
2245.9506866; 89661.0959687; 43185.8102154; -2.2249843; -0.1912667; 4.7722520; 0.0491794
2247.9506427; 89662.3915595; 43184.2887649; -2.6603843; -0.2121537; 4.7928179; 0.5540612
2249.9505988; 89662.9585699; 43182.3964139; -3.0293395; -0.1835482; 5.0186950; 0.1584520
2251.9505549; 89662.7268054; 43180.4331832; 2.7601391; -0.2763578; 5.0814460; 1.6605539
2253.9505110; 89661.6191237; 43178.8494601; 2.3507263; -0.1371263; 5.6976454; 1.9267493
2255.9504671; 89660.0488041; 43177.5825275; 2.1775967; -0.0519821; 6.3379800; 2.6046897
2257.9504232; 89658.3228525; 43176.4944106; 2.0928075; -0.0422846; 7.1125608; 4.0763497
2259.9503793; 89656.5574144; 43175.5841648; 1.9990375; -0.0477022; 8.1788484; 1.7191966
2261.9503353; 89654.7215371; 43174.8222309; 1.9445618; -0.0054626; 8.5889579; -0.4753976
2263.9502914; 89652.8347766; 43174.0651068; 1.9725771; 0.0300215; 8.4775379; -3.5858885
2265.9502475; 89651.0351027; 43173.2141556; 2.0634348; 0.0634856; 7.5845507; -3.9051170
2267.9502036; 89649.3388255; 43172.1286029; 2.2292724; 0.1016151; 6.4734291; -2.2517729
2269.9501597; 89647.9152575; 43170.7434074; 2.4631623; 0.1241175; 5.7357119; -0.4717047
2271.9501158; 89646.8707871; 43169.0465902; 2.7189936; 0.1289617; 5.5688071; 1.2229880
2273.9500719; 89646.2932950; 43167.1525258; 2.9737428; 0.1348798; 5.9919494; 2.2440090
2275.9500280; 89646.3783736; 43165.2077066; -2.8412252; 0.2604297; 6.6992012; 1.6771702
2277.9499840; 89647.2990822; 43163.4913189; -2.5112301; 0.1067785; 7.1824669; 1.5287303
2279.9499401; 89648.6980434; 43161.9320245; -2.3130993; 0.0939477; 7.5962239; 1.3424788
2281.9498962; 89650.2972864; 43160.7316302; -2.1107331; 0.1106471; 7.9418143; 1.1955887
2283.9498523; 89652.0836325; 43159.9172063; -1.8916888; 0.0965159; 8.2373943; 0.7207693
2285.9498084; 89654.0187066; 43159.4377932; -1.7515493; 0.0583533; 8.4105694; -0.8732655
2287.9497645; 89656.0011481; 43159.2181841; -1.5982590; 0.0957834; 8.2002862; -2.0320124
2289.9497206; 89658.0628263; 43159.3840442; -1.3840879; 0.0980848; 7.6887465; -2.6043235
2291.9496767; 89659.9320663; 43159.9367415; -1.1694350; 0.1405488; 6.9785211; -2.1066381
2293.9496328; 89661.6416499; 43161.0031179; -0.8571357; 0.1344544; 6.3461319; 1.8328774
2295.9495888; 89662.8902679; 43162.4191566; -0.5719032; 0.1529794; 6.8996187; 0.6960174
2297.9495449; 89663.7865680; 43164.2217086; -0.3995540; 0.0225468; 7.0985031; -0.8908800
2299.9495010; 89664.6038818; 43166.1449180; -0.4296279; -0.0469136; 6.8429018; -5.2561770
2301.9494571; 89665.5572558; 43167.9487379; -0.5556698; -0.0867976; 5.0794742; -1.9741552
2303.9494132; 89666.8209256; 43169.3790648; -1.0294446; -0.4411948; 4.2313841; 1.9139236
2305.9493693; 89668.6363710; 43169.7858097; -1.5599501; -0.1405186; 5.0557035; 3.1712009
2307.9493254; 89670.7252599; 43169.5704335; -1.7666176; -0.0787220; 6.1842269; 2.3628218
2309.9492815; 89672.6615702; 43169.0263959; -1.9240295; -0.0824106; 6.9062104; 2.1192044
2311.9492375; 89674.4759303; 43168.1718975; -2.0986130; -0.0859882; 7.4948232; 2.0574509
2313.9491936; 89676.1047059; 43167.0341638; -2.2588777; -0.0786147; 8.0250855; 1.9005841
2315.9491497; 89677.5331502; 43165.6421564; -2.4338341; -0.0970189; 8.4855269; 1.6225069
2317.9491058; 89678.6741284; 43163.9970639; -2.6362457; -0.0980481; 8.8596869; 1.4226626
2319.9490619; 89679.4680313; 43162.1627838; -2.8298628; -0.0976636; 9.1752153; 0.9406399
2321.9490180; 89679.9010167; 43160.1944097; -3.0168974; -0.0881760; 9.3780090; 0.1056906
2323.9489741; 89679.9758661; 43158.1965675; 3.0901901; -0.0937703; 9.4005216; -1.1676630
2325.9489302; 89679.6766452; 43156.2379774; 2.8823698; -0.1160708; 9.1487298; -2.4918596
2327.9488862; 89678.9473251; 43154.3863747; 2.6532412; -0.1091795; 8.5867361; -1.4543569
2329.9488423; 89677.8373345; 43152.7334079; 2.4532733; -0.0915905; 8.2410398; -0.3027985
2331.9487984; 89676.4333211; 43151.3031289; 2.2809038; -0.0814384; 8.1672254; 0.7895267
2333.9487545; 89674.8149649; 43150.1152758; 2.1312601; -0.0688487; 8.3583257; 1.0602631
2335.9487106; 89673.0445689; 43149.1629057; 1.9996285; -0.0619913; 8.6082848; 1.6362256
2337.9486667; 89671.2010978; 43148.4477153; 1.8852636; -0.0512685; 8.9803856; 2.9476137
2339.9486228; 89669.2783608; 43147.9101161; 1.8120904; -0.0203224; 9.6144434; 0.4529058
2341.9485789; 89667.3684528; 43147.4716744; 1.7835978; -0.0105026; 9.7081978; -1.3511666
2343.9485349; 89665.3984101; 43147.0612797; 1.7741136; 0.0051941; 9.4257391; -2.7348406
2345.9484910; 89663.4196643; 43146.6278929; 1.8055607; 0.0256686; 8.8264056; -6.3483694
2347.9484471; 89661.3957953; 43146.0687527; 1.8858351; 0.0582371; 7.2465519; -3.7703784
2349.9484032; 89659.5917275; 43145.2857765; 2.1318634; 0.2265069; 6.1181151; 0.1424237
2351.9483593; 89658.2874320; 43143.9680773; 2.5636730; 0.1691308; 6.1644963; 2.3859993
2353.9483154; 89657.4135358; 43142.1254373; 2.8036418; 0.0783311; 6.8952740; 2.3351356
2355.9482715; 89656.8744097; 43140.2056149; 2.9225494; 0.0487616; 7.5422238; 2.8530248
2357.9482276; 89656.5243759; 43138.2054459; 3.0082076; 0.0318537; 8.2641992; 3.1624922
2359.9481836; 89656.3064492; 43136.2236041; 3.0481608; 0.0098751; 8.9970373; 2.6008527
2361.9481397; 89656.1333211; 43134.2307078; 3.0585683; 0.0004495; 9.5577122; -1.7285154
2363.9480958; 89655.9600974; 43132.2306179; 3.0470404; -0.0135022; 9.1889038; -4.1220712
2365.9480519; 89655.7318071; 43130.2379588; 3.0015492; -0.0332275; 8.2430595; -4.9445554
2367.9480080; 89655.3650858; 43128.2652480; 2.9014323; -0.0715333; 6.9404786; -1.6659471
2369.9479641; 89654.7118353; 43126.3882293; 2.6868124; -0.1433424; 6.4425616; 0.7298507
2371.9479202; 89653.6169855; 43124.7905869; 2.3981836; -0.1369624; 6.6652786; 2.0440092
2373.9478763; 89652.0743705; 43123.4878796; 2.1583210; -0.1009230; 7.2527096; 1.9208671
2375.9478324; 89650.3028419; 43122.5409994; 1.9664396; -0.0963451; 7.7643477; 1.6060564
2377.9477884; 89648.3779037; 43121.9537090; 1.7673711; -0.0982861; 8.1675688; 1.4747483
2379.9477445; 89646.4006751; 43121.7572417; 1.5731908; -0.0945883; 8.5210354; 1.3341936
2381.9477006; 89644.4115991; 43121.9316713; 1.3986272; -0.0792230; 8.8286296; 1.3447510
2383.9476567; 89642.4792890; 43122.4165431; 1.2561345; -0.0645352; 9.1281754; 1.5357221
2385.9476128; 89640.6059275; 43123.1561124; 1.1364451; -0.0558546; 9.4586648; 1.8044882
2387.9475689; 89638.8467027; 43124.0935464; 1.0256513; -0.0568232; 9.8328091; 2.5704794
2389.9475250; 89637.1890781; 43125.2346303; 0.9102513; -0.0567372; 10.3424285; 3.2259810
2391.9474811; 89635.6958484; 43126.5304676; 0.8056259; -0.0453202; 10.9484915; 3.9703039
2393.9474371; 89634.3089991; 43127.9670643; 0.7373895; -0.0240453; 11.6511945; 4.8781676
2395.9473932; 89632.9946874; 43129.4734191; 0.7011783; -0.0128011; 12.4604404; 5.7305943
2397.9473493; 89631.7190370; 43131.0165963; 0.6820172; -0.0073986; 13.3485748; 6.4247202
2399.9473054; 89630.4646828; 43132.5810771; 0.6707193; -0.0042602; 14.2787523; 7.1865839
2401.9472615; 89629.2272575; 43134.1525123; 0.6639393; -0.0025302; 15.2521628; 7.5540199
2403.9472176; 89627.9977956; 43135.7299991; 0.6608338; -0.0005013; 16.2124609; 7.7948722
2405.9471737; 89626.7682986; 43137.3108339; 0.6618540; 0.0012802; 17.1470899; 7.6478895
2407.9471298; 89625.5363223; 43138.8870733; 0.6652618; 0.0021359; 18.0170358; 2.6465244
2409.9470858; 89624.2962674; 43140.4598916; 0.6702152; 0.0027330; 18.3084528; -1.9250981
2411.9470419; 89623.0513917; 43142.0212614; 0.6759188; 0.0021601; 18.0969395; -10.1629911
2413.9469980; 89621.7992866; 43143.5800611; 0.6761508; -0.0019439; 16.9365920; -9.5703512
2415.9469541; 89620.5540853; 43145.1422231; 0.6686872; -0.0053454; 15.7660262; -8.8477027
2417.9469102; 89619.3242019; 43146.7194481; 0.6546978; -0.0091665; 14.6006010; -8.0143563
2419.9468663; 89618.1239265; 43148.3194547; 0.6306065; -0.0149089; 13.4581138; -7.2341001
2421.9468224; 89616.9729779; 43149.9513908; 0.5968080; -0.0184245; 12.3363310; -6.3748234
2423.9467785; 89615.8815017; 43151.6266084; 0.5567569; -0.0232519; 11.2555022; -5.3213592
2425.9467345; 89614.8706337; 43153.3518063; 0.4998928; -0.0334092; 10.2665164; -4.3873099
2427.9466906; 89613.9763277; 43155.1544946; 0.4125226; -0.0577269; 9.3729667; -4.3439224
2429.9466467; 89613.3058413; 43157.0324756; 0.2601132; -0.0972513; 8.3950698; -5.3981332
2431.9466028; 89613.0109512; 43159.0007367; 0.0239556; -0.1367181; 6.9917908; -2.1140281
2433.9465589; 89613.2412236; 43160.9948599; -0.2498888; -0.1316540; 6.3583969; -0.9750118
2435.9465150; 89614.0070975; 43162.8563773; -0.5401609; -0.1500203; 6.0439433; -0.6504556
2437.9464711; 89615.2529649; 43164.3949939; -0.8141738; -0.1299570; 5.8247305; 1.6810110
2439.9464272; 89616.9034952; 43165.4527860; -1.2538801; -0.2941824; 6.3758436; 1.5629088
2441.9463833; 89618.7882777; 43165.6014445; -1.6825861; -0.1596927; 6.8485677; 1.3182527
2443.9463393; 89620.7882430; 43165.0883134; -1.9382521; -0.0919534; 7.2232800; 1.1296726
2445.9462954; 89622.6105037; 43164.2053645; -2.1008183; -0.0769641; 7.5295661; 1.2883653
2447.9462515; 89624.2661818; 43163.0398219; -2.2726927; -0.0911679; 7.8643317; 1.4873166
2449.9462076; 89625.6498579; 43161.6376022; -2.4509543; -0.0840845; 8.2338842; 1.9754436
2451.9461637; 89626.8016658; 43160.0025140; -2.5982311; -0.0642744; 8.7004856; 2.6895331
2453.9461198; 89627.7340625; 43158.2307010; -2.7100922; -0.0462916; 9.2981905; 3.3503885
2455.9460759; 89628.4967754; 43156.3870446; -2.7816272; -0.0259475; 9.9928778; 4.7074938
2457.9460320; 89629.1615415; 43154.5032650; -2.8178465; -0.0102985; 10.8943640; 5.7089379
2459.9459880; 89629.7882284; 43152.6008083; -2.8249379; 0.0018612; 11.8963195; 6.0001718
2461.9459441; 89630.4212279; 43150.7022901; -2.8112661; 0.0113555; 12.8655578; -4.7626058
2463.9459002; 89631.0941407; 43148.8096916; -2.7887885; 0.0110876; 12.1025854; -4.1909298
2465.9458563; 89631.8066301; 43146.9437636; -2.7617211; 0.0203007; 11.3889957; -3.6827800
2467.9458124; 89632.5924148; 43145.1147142; -2.7043577; 0.0367724; 10.7227993; -3.1194467
2469.9457685; 89633.5057502; 43143.3477746; -2.6218244; 0.0453198; 10.1242734; -2.8084816
2471.9457246; 89634.5723487; 43141.6714080; -2.5256322; 0.0525233; 9.5533886; -2.5516843
2473.9456807; 89635.8315720; 43140.0880107; -2.4113858; 0.0598452; 9.0033727; -2.1222815
2475.9456367; 89637.2819670; 43138.6688399; -2.2712457; 0.0838946; 8.5189072; -3.3224960
2477.9455928; 89638.9360644; 43137.5453636; -2.0392889; 0.1545953; 7.6994862; -4.6376802
2479.9455489; 89640.8069847; 43136.9814003; -1.6696062; 0.2075048; 6.3821450; -0.8471317
2481.9455050; 89642.7962553; 43137.1323403; -1.3481111; 0.1257467; 6.1109182; -0.5765964
2483.9454611; 89644.7223494; 43137.8286937; -1.0895035; 0.1526475; 5.9192049; -0.1682556
2485.9454172; 89646.2371513; 43139.0170708; -0.6828497; 0.2582695; 5.8620798; 0.5811942
2487.9453733; 89647.0870431; 43140.7755095; -0.2537350; 0.1687890; 6.0571202; 1.5692348
2489.9453294; 89647.2675185; 43142.7722806; 0.0701389; 0.1576657; 6.5548079; 1.7214924
2491.9452854; 89646.8708290; 43144.7247387; 0.2964944; 0.0667121; 7.0605470; 2.1726115
2493.9452415; 89646.1860442; 43146.6420805; 0.3752149; 0.0292091; 7.6512469; 3.0646953
2495.9451976; 89645.3930317; 43148.4698038; 0.4482951; 0.0434654; 8.4142790; 4.3535166
2497.9451537; 89644.4541848; 43150.2310044; 0.5252335; 0.0287228; 9.3922189; 5.3448415
2499.9451098; 89643.4119794; 43151.9406453; 0.5639803; 0.0128361; 10.4686519; 6.5813260
2501.9450659; 89642.3255787; 43153.6180972; 0.5833199; 0.0064160; 11.6583617; 7.1361782
2503.9450220; 89641.2160805; 43155.2817638; 0.5919946; 0.0029772; 12.8242538; 7.5850856
2505.9449781; 89640.0964750; 43156.9389944; 0.5956483; 0.0012171; 13.9571186; 7.7301761
2507.9449341; 89638.9725624; 43158.5927564; 0.5982150; 0.0013492; 15.0240203; 7.3464076
2509.9448902; 89637.8431666; 43160.2430353; 0.6031101; 0.0040733; 15.9720434; 4.6648397
2511.9448463; 89636.7010648; 43161.8830108; 0.6147084; 0.0077042; 16.5458490; -1.4707076
2513.9448024; 89635.5328688; 43163.5063256; 0.6342100; 0.0117559; 16.3671139; -6.4364338
2515.9447585; 89634.3315592; 43165.0987281; 0.6582093; 0.0115888; 15.5607599; -6.9671520
2517.9447146; 89633.0913725; 43166.6662651; 0.6795073; 0.0082359; 14.6379388; -6.3543037
2519.9446707; 89631.8246807; 43168.2161397; 0.6883828; 0.0007592; 13.7423650; -5.8127486
2521.9446268; 89630.5244302; 43169.7933307; 0.6929723; 0.0065956; 12.8686484; -5.4087252
2523.9445829; 89629.2392836; 43171.3057778; 0.7247954; 0.0390422; 11.9986535; -5.0587027
2525.9445389; 89627.8373468; 43172.6960502; 0.8766134; 0.1033867; 11.1235480; -4.5642896
2527.9444950; 89626.2527274; 43173.8298742; 0.9950783; 0.0221999; 10.2701783; -4.2473480
2529.9444511; 89624.5204435; 43174.9367243; 1.0061708; 0.0111194; 9.4067818; -3.9173420
2531.9444072; 89622.8092117; 43175.9682190; 1.0634093; 0.0509369; 8.5333768; -7.3688540
2533.9443633; 89620.9973470; 43176.9312109; 1.0513797; -0.0908520; 6.5835971; -3.6521394
2535.9443194; 89619.5184033; 43178.1356126; 0.6423822; -0.3329093; 5.3605517; -1.0734326
2537.9442755; 89618.9189085; 43179.9585855; 0.0444955; -0.1987609; 4.9438728; 0.1347885
2539.9442316; 89619.1538869; 43181.9881588; -0.2497607; -0.1199523; 4.9981017; 0.7159554
2541.9441876; 89619.9064156; 43183.8706818; -0.5239858; -0.1549778; 5.2768153; 0.9550685
2543.9441437; 89621.1603127; 43185.3969909; -0.8568314; -0.1657908; 5.6271635; 1.2668143
2545.9440998; 89622.8532420; 43186.4567937; -1.1587941; -0.1438470; 6.0607025; 1.3125880
2547.9440559; 89624.7977294; 43186.9841694; -1.4479803; -0.1269338; 6.4793789; 1.3504378
2549.9440120; 89626.7798063; 43187.0105663; -1.6507814; -0.0781364; 6.8836026; 2.1921085
2551.9439681; 89628.7774650; 43186.6952615; -1.8050690; -0.0777380; 7.4934789; 3.2954052
2553.9439242; 89630.6409463; 43186.0997630; -1.9507368; -0.0628824; 8.3266774; 4.7268410
2555.9438803; 89632.4675853; 43185.2654395; -2.0326560; -0.0184499; 9.3936418; -0.3999184
2557.9438363; 89634.2424125; 43184.3700878; -2.0315488; 0.0177536; 9.3081076; -1.7795279
2559.9437924; 89636.0920418; 43183.5184740; -1.9637627; 0.0450178; 8.9175620; -3.0276061
2561.9437485; 89637.9554938; 43182.8582210; -1.8496472; 0.0731848; 8.2105270; -1.3342848
2563.9437046; 89639.9421128; 43182.4451773; -1.7029684; 0.0706112; 7.8788154; 1.5979336
2565.9436607; 89641.9109324; 43182.3257217; -1.5536880; 0.0856511; 8.2744985; 3.2167587
2567.9436168; 89643.8536142; 43182.5218610; -1.3912250; 0.0722557; 9.0185408; 2.8745478
2569.9435729; 89645.8266212; 43183.0095573; -1.2759283; 0.0420894; 9.6349373; 2.5425372
2571.9435290; 89647.7002115; 43183.6486444; -1.2143890; 0.0229804; 10.1489872; 0.8969606
2573.9434850; 89649.5998628; 43184.3984626; -1.1797794; 0.0097173; 10.3242291; -0.7789757
2575.9434411; 89651.4328548; 43185.1635622; -1.1765121; -0.0071636; 10.1722107; -5.8427400
2577.9433972; 89653.3106776; 43185.9147523; -1.2109121; -0.0276903; 8.9500516; -6.6504060
2579.9433533; 89655.2091042; 43186.5531707; -1.2899268; -0.0523448; 7.3145324; -5.3378259
2581.9433094; 89657.1456600; 43186.9787450; -1.4384685; -0.1234595; 5.6702337; -1.0836074
2583.9432655; 89659.1116150; 43186.8694977; -1.8720734; -0.2840873; 5.2742028; -0.9343883
2585.9432216; 89660.8188719; 43185.9095660; -2.2400028; -0.1183682; 4.9071116; -0.0779318
2587.9431777; 89662.2920630; 43184.4459067; -2.4839358; -0.1627528; 4.8752460; 0.2428115
2589.9431338; 89663.1048069; 43182.6728298; -2.9980687; -0.3046291; 4.9738565; 0.2346778
2591.9430898; 89662.8743811; 43180.7428419; 2.7950510; -0.2165317; 5.0673405; 0.5376431
2593.9430459; 89661.8363618; 43179.0513511; 2.4098482; -0.1512051; 5.2752692; 1.7987769
2595.9430020; 89660.3401759; 43177.7494770; 2.1841169; -0.0885383; 5.9180583; 2.9156784
2597.9429581; 89658.6068405; 43176.7213100; 2.0405159; -0.0539342; 6.8327060; 3.7986198
2599.9429142; 89656.7711780; 43175.8929488; 1.9570895; -0.0281526; 7.8663853; 4.7170991
2601.9428703; 89654.9084123; 43175.1725978; 1.9335051; 0.0047696; 8.9859891; -2.1496446
2603.9428264; 89653.0543421; 43174.4417992; 1.9649828; 0.0242404; 8.4940926; -4.2046165
2605.9427825; 89651.2152553; 43173.6111898; 2.0320256; 0.0468668; 7.4385155; -4.9187169
2607.9427385; 89649.4838959; 43172.6131446; 2.1725636; 0.0988320; 5.9713548; -1.5198886
2609.9426946; 89647.9725609; 43171.2836482; 2.4299118; 0.1547052; 5.4385344; 0.6517567
2611.9426507; 89646.9451624; 43169.5883776; 2.7588654; 0.1405220; 5.6731496; 2.5013881
2613.9426068; 89646.4209295; 43167.6729743; 2.9738314; 0.1082039; 6.4953798; 2.0348551
2615.9425629; 89646.3603145; 43165.7036655; -3.0167298; 0.1688699; 7.0943076; 1.4707132
2617.9425190; 89646.9655865; 43163.8710944; -2.6135590; 0.2145287; 7.4974612; 1.0808230
2619.9424751; 89648.2887765; 43162.3304043; -2.2988305; 0.0929286; 7.7804319; 0.9359431
2621.9424312; 89649.9076635; 43161.1035224; -2.1478005; 0.0696958; 8.0174067; 0.7814201
2623.9423872; 89651.6926507; 43160.1537352; -1.9589975; 0.1043772; 8.2100197; 0.3181180
2625.9423433; 89653.5301871; 43159.5925047; -1.7788116; 0.0949117; 8.2871507; -0.0947027
2627.9422994; 89655.5619583; 43159.3776428; -1.5681909; 0.1089046; 8.2642643; -2.0367983
2629.9422555; 89657.5758108; 43159.5713164; -1.3941820; 0.0711055; 7.7557108; -1.8897050
2631.9422116; 89659.5875520; 43160.0821951; -1.2462895; 0.0831116; 7.2520615; -1.5421906
2633.9421677; 89661.3133922; 43160.8698457; -0.9958814; 0.2366720; 6.8134990; 1.4574486
2635.9421238; 89662.6087709; 43162.3175066; -0.5407107; 0.0773351; 7.2286538; 2.0029045
2637.9420799; 89663.5594525; 43164.0237879; -0.5022233; -0.0119180; 7.7630456; -1.9844568
2639.9420359; 89664.6339446; 43165.8833736; -0.5413537; -0.0044971; 7.2337559; -3.9598809
2641.9419920; 89665.6270335; 43167.5777955; -0.4984664; 0.0422688; 6.0405338; -3.3541164
2643.9419481; 89666.7250804; 43169.1799779; -0.9489246; -0.6463740; 4.8033194; 1.0917737
2645.9419042; 89668.6341265; 43169.5798860; -1.5841406; -0.0966241; 5.2382131; 2.4170069
2647.9418603; 89670.6054926; 43169.4121990; -1.7185787; -0.0624324; 6.0915262; 2.4902930
2649.9418164; 89672.6199808; 43168.9566474; -1.8806445; -0.0944816; 6.8605864; 2.0882966
2651.9417725; 89674.4373257; 43168.1773979; -2.0689621; -0.0881023; 7.4445046; 1.7082222
2653.9417286; 89676.0825821; 43167.0905781; -2.2448337; -0.0979542; 7.8900816; 1.5932926
2655.9416846; 89677.5147491; 43165.6729730; -2.4629870; -0.1106316; 8.2841063; 1.3630359
2657.9416407; 89678.5974372; 43163.9915428; -2.6733841; -0.1026641; 8.6068834; 1.2026202
2659.9415968; 89679.3166586; 43162.1025076; -2.8802665; -0.0975623; 8.8819377; 1.0797545
2661.9415529; 89679.6452914; 43160.1548749; -3.0673933; -0.0940634; 9.1218277; 0.8299938
2663.9415090; 89679.5966262; 43158.1273620; 3.0167468; -0.1018328; 9.3020236; 0.7457339
2665.9414651; 89679.1514277; 43156.2042327; 2.8111969; -0.1017576; 9.4609996; 0.3399298
2667.9414212; 89678.3354118; 43154.3983932; 2.6311685; -0.0807390; 9.5325863; -1.2460838
2669.9413773; 89677.2240759; 43152.7391252; 2.4726569; -0.0779062; 9.2674687; -1.7473814
2671.9413334; 89675.8675011; 43151.2704118; 2.3200267; -0.0754743; 8.8823760; -0.8920782
2673.9412894; 89674.2960281; 43150.0184929; 2.1677267; -0.0722864; 8.6791918; 0.4169218
2675.9412455; 89672.5755463; 43149.0145994; 2.0330324; -0.0640719; 8.7747376; 1.0256834
2677.9412016; 89670.7343282; 43148.2370634; 1.9100889; -0.0570048; 9.0054797; 2.7791057
2679.9411577; 89668.8421347; 43147.6730801; 1.8207883; -0.0287164; 9.6028560; 1.3800287
2681.9411138; 89666.8930294; 43147.2125649; 1.7936539; -0.0039502; 9.8860931; -3.8807707
2683.9410699; 89664.9353562; 43146.7725595; 1.7921173; 0.0020771; 9.0670885; -5.6382857
2685.9410260; 89662.9461260; 43146.3090678; 1.8159161; 0.0256487; 7.7239528; -4.2296972
2687.9409821; 89660.9945015; 43145.7371173; 1.9129281; 0.0758070; 6.5376624; -0.8728043
2689.9409381; 89659.2478291; 43144.8925166; 2.1831495; 0.2522290; 6.2649731; -0.6703451
2691.9408942; 89658.0263021; 43143.3624443; 2.6976821; 0.1258570; 6.0471950; 2.4149755
2693.9408503; 89657.3405441; 43141.5472733; 2.8430655; 0.0534424; 6.7991365; 2.6595070
2695.9408064; 89656.8355602; 43139.5467781; 2.9413259; 0.0408613; 7.5409583; 2.8638817
2697.9407625; 89656.5108249; 43137.5685654; 3.0136109; 0.0316804; 8.2656716; 4.1579641
2699.9407186; 89656.3048876; 43135.5742851; 3.0566228; 0.0103603; 9.2169853; -0.0024423
2701.9406747; 89656.1422691; 43133.5922680; 3.0570359; -0.0074421; 9.2164554; -3.4121078
2703.9406308; 89655.9489954; 43131.5936872; 3.0290082; -0.0211107; 8.4436318; -5.1464868
2705.9405868; 89655.6610887; 43129.5923448; 2.9580007; -0.0526116; 7.1210549; -2.2841110
2707.9405429; 89655.1519670; 43127.6348775; 2.7984275; -0.1059760; 6.4477267; 0.2388165
2709.9404990; 89654.2833952; 43125.9048551; 2.5373290; -0.1531869; 6.5213821; 2.4118221
2711.9404551; 89652.9393905; 43124.4508025; 2.2708103; -0.1080651; 7.2232611; 2.1471076
2713.9404112; 89651.2868233; 43123.3235241; 2.0721328; -0.0953193; 7.7951102; 1.6688211
2715.9403673; 89649.4471332; 43122.5284110; 1.8884516; -0.0880712; 8.2121179; 1.4827001
2717.9403234; 89647.4896484; 43122.0738483; 1.7085866; -0.0894396; 8.5656028; 1.3108941
2719.9402795; 89645.4959900; 43121.9746502; 1.5337053; -0.0856594; 8.8663979; 1.2048108
2721.9402355; 89643.5120502; 43122.2143402; 1.3701773; -0.0778434; 9.1341201; 1.2940162
2723.9401916; 89641.5870185; 43122.7605924; 1.2208825; -0.0702769; 9.4131876; 1.4200739
2725.9401477; 89639.7630841; 43123.5686817; 1.0894025; -0.0618622; 9.7102148; 1.9510408
2727.9401038; 89638.0446932; 43124.6009645; 0.9727753; -0.0544292; 10.1040716; 2.4712920
2729.9400599; 89636.4559311; 43125.8080522; 0.8725387; -0.0449112; 10.5819287; 3.0779315
2731.9400160; 89634.9810987; 43127.1515098; 0.7956519; -0.0328610; 11.1484828; 3.9962139
2733.9399721; 89633.5966907; 43128.5927729; 0.7374108; -0.0253622; 11.8436977; 4.9516060
